symbol,tier,side,days,win%,avg%,sharpe
PRESTIGE,GOLD,SHORT,124.0,54.839,0.166,1.109
PRESTIGE,GOLD-baseline,SHORT,76.0,42.105,-0.396,-2.589
PRESTIGE,PREMIUM-Pullback,LONG,1.0,100.0,0.397,
PRESTIGE,STANDARD,SHORT,82.0,52.439,-0.219,-1.665
PRESTIGE,STANDARD-weak,SHORT,12.0,66.667,0.117,1.059
RADICO,AVOID,SHORT,5.0,80.0,0.619,7.762
RADICO,ENTERPRISE-Dryup,SHORT,269.0,54.275,0.032,0.287
RADICO,GOLD,SHORT,86.0,54.651,-0.143,-1.0
RADICO,GOLD-baseline,SHORT,90.0,52.222,-0.145,-1.179
RADICO,PREMIUM-Compression,LONG,2.0,100.0,0.755,33.98
RADICO,PREMIUM-Pullback,LONG,2.0,50.0,3.21,6.838
RADICO,STANDARD,SHORT,73.0,61.644,0.21,1.418
RADICO,STANDARD-weak,SHORT,7.0,57.143,-0.735,-4.825
RBLBANK,AVOID,SHORT,1.0,100.0,1.195,
RBLBANK,ENTERPRISE-Dryup,SHORT,248.0,53.226,-0.079,-0.639
RBLBANK,GOLD,SHORT,135.0,51.111,0.081,0.686
RBLBANK,GOLD-baseline,SHORT,58.0,50.0,-0.355,-2.336
RBLBANK,STANDARD,SHORT,82.0,54.878,0.192,1.383
RBLBANK,STANDARD-weak,SHORT,10.0,50.0,1.33,4.659
RECLTD,AVOID,SHORT,1.0,100.0,21.018,
RECLTD,ENTERPRISE-Dryup,SHORT,237.0,54.852,0.241,2.166
RECLTD,GOLD,SHORT,160.0,53.125,0.078,0.684
RECLTD,GOLD-baseline,SHORT,44.0,43.182,-0.107,-0.802
RECLTD,PREMIUM-Compression,LONG,3.0,100.0,1.296,15.167
RECLTD,PREMIUM-Pullback,LONG,2.0,100.0,4.806,63.577
RECLTD,STANDARD,SHORT,76.0,59.211,0.156,1.146
RECLTD,STANDARD-weak,SHORT,6.0,33.333,-0.896,-7.246
RELIANCE,AVOID,SHORT,1.0,0.0,-0.103,
RELIANCE,ENTERPRISE-Dryup,SHORT,207.0,48.309,-0.03,-0.456
RELIANCE,GOLD,SHORT,175.0,57.143,0.104,1.553
RELIANCE,GOLD-baseline,SHORT,117.0,44.444,-0.053,-0.699
RELIANCE,STANDARD,SHORT,27.0,59.259,-0.111,-1.639
RELIANCE,STANDARD-weak,SHORT,2.0,50.0,0.984,3.731
RVNL,AVOID,SHORT,14.0,71.429,1.093,3.203
RVNL,ENTERPRISE-Dryup,SHORT,292.0,63.014,0.267,1.758
RVNL,GOLD,SHORT,113.0,52.212,-0.178,-1.227
RVNL,GOLD-baseline,SHORT,40.0,70.0,0.2,0.966
RVNL,PREMIUM-Compression,LONG,2.0,50.0,0.615,1.519
RVNL,PREMIUM-Pullback,LONG,5.0,60.0,2.292,6.439
RVNL,STANDARD,SHORT,54.0,46.296,-0.325,-1.881
RVNL,STANDARD-weak,SHORT,14.0,64.286,1.537,7.543
SAIL,AVOID,SHORT,2.0,50.0,1.133,6.138
SAIL,ENTERPRISE-Dryup,SHORT,228.0,52.632,0.122,0.943
SAIL,GOLD,SHORT,148.0,52.027,0.019,0.15
SAIL,GOLD-baseline,SHORT,62.0,45.161,-0.464,-3.51
SAIL,PREMIUM-Pullback,LONG,2.0,0.0,-1.07,-13.302
SAIL,STANDARD,SHORT,76.0,56.579,0.57,3.589
SAIL,STANDARD-weak,SHORT,9.0,66.667,-0.058,-0.516
SAMMAANCAP,AVOID,SHORT,6.0,16.667,-1.348,-11.108
SAMMAANCAP,ENTERPRISE-Dryup,SHORT,229.0,59.389,0.456,3.096
SAMMAANCAP,GOLD,SHORT,131.0,60.305,0.248,1.514
SAMMAANCAP,GOLD-baseline,SHORT,61.0,60.656,0.403,2.265
SAMMAANCAP,PREMIUM-Compression,LONG,6.0,83.333,5.382,15.563
SAMMAANCAP,PREMIUM-Pullback,LONG,4.0,75.0,1.51,15.006
SAMMAANCAP,STANDARD,SHORT,83.0,57.831,0.129,0.906
SAMMAANCAP,STANDARD-weak,SHORT,14.0,21.429,-1.038,-7.973
SBICARD,ENTERPRISE-Dryup,SHORT,264.0,48.864,-0.025,-0.282
SBICARD,GOLD,SHORT,138.0,50.0,-0.164,-1.901
SBICARD,GOLD-baseline,SHORT,80.0,57.5,0.188,2.065
SBICARD,PREMIUM-Compression,LONG,2.0,100.0,3.636,13.429
SBICARD,STANDARD,SHORT,40.0,50.0,0.074,0.634
SBICARD,STANDARD-weak,SHORT,4.0,50.0,-0.427,-6.239
SBILIFE,ENTERPRISE-Dryup,SHORT,244.0,45.902,-0.162,-2.128
SBILIFE,GOLD,SHORT,147.0,53.061,0.151,2.086
SBILIFE,GOLD-baseline,SHORT,93.0,43.011,-0.18,-1.938
SBILIFE,STANDARD,SHORT,43.0,44.186,-0.269,-3.099
SBILIFE,STANDARD-weak,SHORT,2.0,0.0,-2.132,-121.868
SBIN,AVOID,SHORT,2.0,100.0,5.82,12.158
SBIN,ENTERPRISE-Dryup,SHORT,230.0,49.13,-0.021,-0.307
SBIN,GOLD,SHORT,152.0,51.974,0.039,0.505
SBIN,GOLD-baseline,SHORT,109.0,45.872,-0.062,-0.743
SBIN,STANDARD,SHORT,36.0,52.778,0.054,0.684
SBIN,STANDARD-weak,SHORT,1.0,100.0,0.663,
SHREECEM,ENTERPRISE-Dryup,SHORT,244.0,54.508,0.026,0.381
SHREECEM,GOLD,SHORT,142.0,54.93,0.037,0.46
SHREECEM,GOLD-baseline,SHORT,98.0,52.041,0.076,0.827
SHREECEM,PREMIUM-Compression,LONG,2.0,50.0,0.587,4.49
SHREECEM,STANDARD,SHORT,43.0,55.814,0.056,0.636
SHRIRAMFIN,AVOID,SHORT,5.0,100.0,1.355,33.601
SHRIRAMFIN,ENTERPRISE-Dryup,SHORT,229.0,54.148,0.07,0.598
SHRIRAMFIN,GOLD,SHORT,106.0,43.396,-0.209,-1.937
SHRIRAMFIN,GOLD-baseline,SHORT,102.0,45.098,-0.448,-3.39
SHRIRAMFIN,PREMIUM-Compression,LONG,2.0,50.0,-0.004,-0.088
SHRIRAMFIN,STANDARD,SHORT,79.0,44.304,-0.192,-1.67
SHRIRAMFIN,STANDARD-weak,SHORT,11.0,54.545,1.124,5.47
SIEMENS,AVOID,SHORT,2.0,50.0,0.363,3.496
SIEMENS,ENTERPRISE-Dryup,SHORT,249.0,54.217,0.264,2.339
SIEMENS,GOLD,SHORT,132.0,48.485,-0.062,-0.553
SIEMENS,GOLD-baseline,SHORT,69.0,50.725,0.106,0.673
SIEMENS,PREMIUM-Compression,LONG,1.0,100.0,2.419,
SIEMENS,STANDARD,SHORT,65.0,50.769,0.088,0.567
SIEMENS,STANDARD-weak,SHORT,9.0,66.667,-0.083,-0.752
SOLARINDS,AVOID,SHORT,4.0,75.0,0.13,0.406
SOLARINDS,ENTERPRISE-Dryup,SHORT,246.0,56.911,0.092,0.723
SOLARINDS,GOLD,SHORT,111.0,54.054,0.004,0.032
SOLARINDS,GOLD-baseline,SHORT,79.0,53.165,0.225,1.498
SOLARINDS,PREMIUM-Compression,LONG,2.0,100.0,3.658,21.062
SOLARINDS,PREMIUM-Pullback,LONG,2.0,100.0,1.839,15.544
SOLARINDS,STANDARD,SHORT,76.0,48.684,0.092,0.733
SOLARINDS,STANDARD-weak,SHORT,14.0,42.857,-0.341,-1.264
SONACOMS,AVOID,SHORT,3.0,100.0,2.637,22.629
SONACOMS,ENTERPRISE-Dryup,SHORT,252.0,53.571,0.05,0.448
SONACOMS,GOLD,SHORT,132.0,56.818,-0.1,-0.782
SONACOMS,GOLD-baseline,SHORT,78.0,50.0,-0.035,-0.284
SONACOMS,PREMIUM-Compression,LONG,2.0,50.0,2.331,7.284
SONACOMS,PREMIUM-Pullback,LONG,1.0,0.0,-1.567,
SONACOMS,STANDARD,SHORT,55.0,58.182,0.279,2.754
SONACOMS,STANDARD-weak,SHORT,11.0,72.727,0.359,2.812
SRF,AVOID,SHORT,3.0,0.0,-1.69,-30.93
SRF,ENTERPRISE-Dryup,SHORT,234.0,52.564,0.068,0.719
SRF,GOLD,SHORT,142.0,45.07,-0.205,-1.935
SRF,GOLD-baseline,SHORT,86.0,48.837,-0.153,-1.462
SRF,PREMIUM-Compression,LONG,4.0,50.0,0.334,4.805
SRF,PREMIUM-Pullback,LONG,1.0,0.0,-0.438,
SRF,STANDARD,SHORT,57.0,66.667,0.284,2.798
SRF,STANDARD-weak,SHORT,3.0,100.0,1.459,9.328
SUNPHARMA,AVOID,SHORT,1.0,0.0,-1.421,
SUNPHARMA,ENTERPRISE-Dryup,SHORT,236.0,47.458,-0.067,-1.077
SUNPHARMA,GOLD,SHORT,143.0,51.049,0.031,0.467
SUNPHARMA,GOLD-baseline,SHORT,124.0,52.419,-0.147,-1.857
SUNPHARMA,STANDARD,SHORT,24.0,62.5,0.495,4.791
SUNPHARMA,STANDARD-weak,SHORT,1.0,100.0,0.352,
SUPREMEIND,AVOID,SHORT,1.0,100.0,1.691,
SUPREMEIND,ENTERPRISE-Dryup,SHORT,242.0,56.612,0.187,1.632
SUPREMEIND,GOLD,SHORT,134.0,54.478,0.055,0.489
SUPREMEIND,GOLD-baseline,SHORT,82.0,54.878,0.089,0.666
SUPREMEIND,PREMIUM-Compression,LONG,1.0,100.0,0.675,
SUPREMEIND,STANDARD,SHORT,68.0,38.235,-0.321,-2.27
SUPREMEIND,STANDARD-weak,SHORT,6.0,66.667,2.242,12.953
SUZLON,AVOID,SHORT,5.0,60.0,0.968,7.932
SUZLON,ENTERPRISE-Dryup,SHORT,218.0,59.174,0.084,0.658
SUZLON,GOLD,SHORT,132.0,59.848,0.419,2.981
SUZLON,GOLD-baseline,SHORT,78.0,56.41,0.203,1.142
SUZLON,PREMIUM-Compression,LONG,3.0,66.667,1.624,12.804
SUZLON,PREMIUM-Pullback,LONG,3.0,33.333,0.04,0.31
SUZLON,STANDARD,SHORT,86.0,58.14,0.149,1.02
SUZLON,STANDARD-weak,SHORT,9.0,66.667,1.72,10.926
SWIGGY,AVOID,SHORT,5.0,40.0,0.223,1.826
SWIGGY,ENTERPRISE-Dryup,SHORT,171.0,54.386,0.19,1.259
SWIGGY,GOLD,SHORT,98.0,53.061,-0.072,-0.51
SWIGGY,GOLD-baseline,SHORT,53.0,60.377,0.569,2.951
SWIGGY,STANDARD,SHORT,67.0,49.254,-0.237,-1.353
SWIGGY,STANDARD-weak,SHORT,12.0,66.667,1.414,3.624
TATACONSUM,AVOID,SHORT,2.0,50.0,-0.076,-0.669
TATACONSUM,ENTERPRISE-Dryup,SHORT,261.0,51.724,-0.039,-0.533
TATACONSUM,GOLD,SHORT,148.0,47.973,-0.127,-1.498
TATACONSUM,GOLD-baseline,SHORT,87.0,50.575,0.064,0.782
TATACONSUM,STANDARD,SHORT,30.0,60.0,0.321,2.976
TATACONSUM,STANDARD-weak,SHORT,2.0,0.0,-2.268,-12.993
TATAELXSI,AVOID,SHORT,5.0,40.0,-1.623,-3.185
TATAELXSI,ENTERPRISE-Dryup,SHORT,278.0,53.597,0.105,1.047
TATAELXSI,GOLD,SHORT,119.0,63.025,0.273,2.882
TATAELXSI,GOLD-baseline,SHORT,87.0,58.621,0.12,0.805
TATAELXSI,PREMIUM-Compression,LONG,1.0,100.0,1.748,
TATAELXSI,STANDARD,SHORT,40.0,55.0,0.391,3.313
TATAELXSI,STANDARD-weak,SHORT,4.0,75.0,1.459,16.403
TATAPOWER,ENTERPRISE-Dryup,SHORT,228.0,54.825,0.161,1.675
TATAPOWER,GOLD,SHORT,205.0,44.39,-0.083,-0.932
TATAPOWER,GOLD-baseline,SHORT,49.0,63.265,0.127,1.223
TATAPOWER,PREMIUM-Pullback,LONG,1.0,0.0,-0.899,
TATAPOWER,STANDARD,SHORT,43.0,48.837,0.01,0.078
TATAPOWER,STANDARD-weak,SHORT,5.0,60.0,0.279,3.169
TATASTEEL,ENTERPRISE-Dryup,SHORT,245.0,53.469,0.121,1.301
TATASTEEL,GOLD,SHORT,145.0,47.586,-0.185,-1.986
TATASTEEL,GOLD-baseline,SHORT,84.0,46.429,-0.142,-1.493
TATASTEEL,STANDARD,SHORT,53.0,58.491,0.353,3.619
TATASTEEL,STANDARD-weak,SHORT,3.0,66.667,0.472,5.705
TCS,ENTERPRISE-Dryup,SHORT,227.0,55.947,0.129,1.773
TCS,GOLD,SHORT,162.0,50.617,-0.018,-0.252
TCS,GOLD-baseline,SHORT,113.0,51.327,-0.037,-0.416
TCS,STANDARD,SHORT,24.0,62.5,0.043,0.646
TCS,STANDARD-weak,SHORT,4.0,75.0,2.028,11.919
TECHM,ENTERPRISE-Dryup,SHORT,228.0,47.807,0.005,0.056
TECHM,GOLD,SHORT,150.0,50.667,-0.133,-1.384
TECHM,GOLD-baseline,SHORT,96.0,46.875,-0.122,-1.393
TECHM,STANDARD,SHORT,52.0,57.692,0.12,1.16
TECHM,STANDARD-weak,SHORT,4.0,50.0,0.348,5.394
TIINDIA,AVOID,SHORT,5.0,20.0,-1.909,-13.29
TIINDIA,ENTERPRISE-Dryup,SHORT,229.0,52.838,0.072,0.614
TIINDIA,GOLD,SHORT,127.0,62.205,0.386,2.758
TIINDIA,GOLD-baseline,SHORT,81.0,48.148,-0.346,-2.15
TIINDIA,STANDARD,SHORT,81.0,49.383,0.041,0.291
TIINDIA,STANDARD-weak,SHORT,10.0,40.0,0.635,2.993
TITAN,ENTERPRISE-Dryup,SHORT,276.0,47.464,-0.111,-1.459
TITAN,GOLD,SHORT,121.0,43.802,-0.158,-2.291
TITAN,GOLD-baseline,SHORT,96.0,48.958,-0.163,-1.58
TITAN,STANDARD,SHORT,35.0,40.0,-0.13,-1.609
TITAN,STANDARD-weak,SHORT,2.0,100.0,0.677,15.291
TMPV,ENTERPRISE-Dryup,SHORT,238.0,56.723,0.124,1.271
TMPV,GOLD,SHORT,166.0,56.024,0.072,0.731
TMPV,GOLD-baseline,SHORT,67.0,55.224,0.175,1.646
TMPV,PREMIUM-Compression,LONG,1.0,100.0,3.317,
TMPV,PREMIUM-Pullback,LONG,1.0,0.0,-1.055,
TMPV,STANDARD,SHORT,54.0,57.407,0.103,0.869
TMPV,STANDARD-weak,SHORT,6.0,66.667,0.344,6.693
TORNTPHARM,ENTERPRISE-Dryup,SHORT,256.0,48.047,-0.122,-1.539
TORNTPHARM,GOLD,SHORT,108.0,50.0,-0.086,-1.085
TORNTPHARM,GOLD-baseline,SHORT,120.0,47.5,-0.077,-0.803
TORNTPHARM,STANDARD,SHORT,45.0,64.444,0.35,4.175
TORNTPHARM,STANDARD-weak,SHORT,1.0,0.0,-0.075,
TRENT,AVOID,SHORT,6.0,33.333,-0.534,-7.479
TRENT,ENTERPRISE-Dryup,SHORT,242.0,53.306,-0.016,-0.152
TRENT,GOLD,SHORT,112.0,51.786,0.077,0.601
TRENT,GOLD-baseline,SHORT,91.0,54.945,0.345,2.279
TRENT,PREMIUM-Pullback,LONG,2.0,50.0,1.415,8.412
TRENT,STANDARD,SHORT,73.0,60.274,0.024,0.156
TRENT,STANDARD-weak,SHORT,4.0,75.0,-0.004,-0.026
TVSMOTOR,ENTERPRISE-Dryup,SHORT,238.0,51.681,-0.051,-0.581
TVSMOTOR,GOLD,SHORT,117.0,49.573,-0.039,-0.419
TVSMOTOR,GOLD-baseline,SHORT,100.0,53.0,-0.015,-0.153
TVSMOTOR,PREMIUM-Compression,LONG,1.0,100.0,0.667,
TVSMOTOR,STANDARD,SHORT,70.0,51.429,0.034,0.377
TVSMOTOR,STANDARD-weak,SHORT,4.0,0.0,-0.894,-48.056
ULTRACEMCO,ENTERPRISE-Dryup,SHORT,241.0,48.133,0.012,0.179
ULTRACEMCO,GOLD,SHORT,157.0,44.586,-0.129,-1.573
ULTRACEMCO,GOLD-baseline,SHORT,90.0,50.0,0.027,0.307
ULTRACEMCO,PREMIUM-Compression,LONG,2.0,50.0,2.66,9.012
ULTRACEMCO,STANDARD,SHORT,36.0,47.222,-0.24,-3.226
ULTRACEMCO,STANDARD-weak,SHORT,4.0,75.0,0.984,9.07
UNIONBANK,AVOID,SHORT,1.0,100.0,0.372,
UNIONBANK,ENTERPRISE-Dryup,SHORT,239.0,54.812,0.074,0.683
UNIONBANK,GOLD,SHORT,122.0,51.639,-0.029,-0.255
UNIONBANK,GOLD-baseline,SHORT,81.0,56.79,0.226,2.148
UNIONBANK,PREMIUM-Compression,LONG,1.0,100.0,7.843,
UNIONBANK,STANDARD,SHORT,84.0,51.19,-0.156,-1.168
UNIONBANK,STANDARD-weak,SHORT,6.0,50.0,2.292,5.388
UNITDSPR,AVOID,SHORT,1.0,0.0,-1.225,
UNITDSPR,ENTERPRISE-Dryup,SHORT,256.0,53.906,0.107,1.43
UNITDSPR,GOLD,SHORT,131.0,54.198,-0.007,-0.077
UNITDSPR,GOLD-baseline,SHORT,101.0,49.505,-0.11,-1.202
UNITDSPR,PREMIUM-Compression,LONG,3.0,66.667,2.827,16.106
UNITDSPR,STANDARD,SHORT,41.0,51.22,0.058,0.609
UNITDSPR,STANDARD-weak,SHORT,1.0,100.0,0.047,
UNOMINDA,AVOID,SHORT,4.0,100.0,2.161,21.867
UNOMINDA,ENTERPRISE-Dryup,SHORT,207.0,52.657,-0.217,-1.688
UNOMINDA,GOLD,SHORT,117.0,43.59,-0.362,-2.276
UNOMINDA,GOLD-baseline,SHORT,109.0,55.963,0.341,2.725
UNOMINDA,PREMIUM-Pullback,LONG,1.0,100.0,0.188,
UNOMINDA,STANDARD,SHORT,88.0,50.0,0.112,0.798
UNOMINDA,STANDARD-weak,SHORT,8.0,75.0,0.869,6.451
UPL,AVOID,SHORT,1.0,0.0,-6.531,
UPL,ENTERPRISE-Dryup,SHORT,260.0,53.846,0.088,0.818
UPL,GOLD,SHORT,113.0,50.442,-0.008,-0.08
UPL,GOLD-baseline,SHORT,93.0,51.613,0.001,0.004
UPL,PREMIUM-Compression,LONG,1.0,100.0,2.368,
UPL,STANDARD,SHORT,56.0,55.357,0.22,2.121
UPL,STANDARD-weak,SHORT,6.0,50.0,-0.13,-1.212
VBL,AVOID,SHORT,2.0,100.0,1.604,78.048
VBL,ENTERPRISE-Dryup,SHORT,232.0,56.034,0.126,1.336
VBL,GOLD,SHORT,123.0,56.098,0.056,0.485
VBL,GOLD-baseline,SHORT,95.0,57.895,0.163,1.049
VBL,PREMIUM-Compression,LONG,5.0,60.0,0.801,6.831
VBL,PREMIUM-Pullback,LONG,1.0,100.0,8.44,
VBL,STANDARD,SHORT,69.0,55.072,-0.175,-1.349
VBL,STANDARD-weak,SHORT,7.0,57.143,0.308,4.433
VEDL,AVOID,SHORT,1.0,100.0,1.867,
VEDL,ENTERPRISE-Dryup,SHORT,203.0,56.158,0.201,1.821
VEDL,GOLD,SHORT,120.0,47.5,-0.036,-0.337
VEDL,GOLD-baseline,SHORT,118.0,44.915,-0.137,-1.209
VEDL,PREMIUM-Compression,LONG,1.0,0.0,-2.372,
VEDL,STANDARD,SHORT,82.0,50.0,-0.013,-0.107
VEDL,STANDARD-weak,SHORT,5.0,60.0,-0.895,-8.395
VMM,AVOID,SHORT,2.0,50.0,-1.257,-6.579
VMM,ENTERPRISE-Dryup,SHORT,191.0,54.45,0.014,0.115
VMM,GOLD,SHORT,87.0,47.126,-0.265,-2.159
VMM,GOLD-baseline,SHORT,44.0,50.0,0.253,1.641
VMM,STANDARD,SHORT,53.0,58.491,0.137,1.142
VMM,STANDARD-weak,SHORT,6.0,83.333,0.984,6.622
VOLTAS,AVOID,SHORT,2.0,100.0,0.948,83.17
VOLTAS,ENTERPRISE-Dryup,SHORT,253.0,49.407,-0.006,-0.049
VOLTAS,GOLD,SHORT,128.0,43.75,-0.119,-1.016
VOLTAS,GOLD-baseline,SHORT,70.0,50.0,-0.001,-0.006
VOLTAS,STANDARD,SHORT,73.0,54.795,0.156,1.101
VOLTAS,STANDARD-weak,SHORT,4.0,50.0,-1.406,-5.259
WAAREEENER,AVOID,SHORT,10.0,70.0,0.123,0.593
WAAREEENER,ENTERPRISE-Dryup,SHORT,207.0,55.556,0.127,0.822
WAAREEENER,GOLD,SHORT,74.0,60.811,0.332,2.135
WAAREEENER,GOLD-baseline,SHORT,55.0,58.182,0.789,5.155
WAAREEENER,PREMIUM-Compression,LONG,1.0,0.0,-1.34,
WAAREEENER,STANDARD,SHORT,55.0,41.818,-0.862,-3.79
WAAREEENER,STANDARD-weak,SHORT,15.0,46.667,-0.38,-1.769
WIPRO,ENTERPRISE-Dryup,SHORT,233.0,49.785,-0.01,-0.126
WIPRO,GOLD,SHORT,152.0,54.605,-0.011,-0.137
WIPRO,GOLD-baseline,SHORT,99.0,56.566,0.207,2.225
WIPRO,STANDARD,SHORT,43.0,62.791,0.274,2.751
WIPRO,STANDARD-weak,SHORT,3.0,100.0,1.763,43.352
YESBANK,AVOID,SHORT,5.0,80.0,2.497,11.957
YESBANK,ENTERPRISE-Dryup,SHORT,261.0,58.621,0.171,2.035
YESBANK,GOLD,SHORT,149.0,50.336,-0.169,-1.212
YESBANK,GOLD-baseline,SHORT,60.0,56.667,0.158,1.281
YESBANK,PREMIUM-Compression,LONG,3.0,66.667,-0.708,-2.139
YESBANK,STANDARD,SHORT,51.0,52.941,0.118,0.927
YESBANK,STANDARD-weak,SHORT,5.0,40.0,-0.503,-8.855
ZYDUSLIFE,ENTERPRISE-Dryup,SHORT,250.0,52.0,0.011,0.129
ZYDUSLIFE,GOLD,SHORT,151.0,51.656,0.064,0.75
ZYDUSLIFE,GOLD-baseline,SHORT,86.0,55.814,0.032,0.338
ZYDUSLIFE,STANDARD,SHORT,42.0,66.667,0.464,5.563
ZYDUSLIFE,STANDARD-weak,SHORT,1.0,0.0,-0.877,
